1893;Здравствуйте! Не работает уличное освещение возле дома 22 по улице Ялтинская. Фонарь периодически загорается и гаснет. Прошу провести работы по восстановлению уличного освещения по указанному адресу.;46:Некачественное содержание катков:33;75:Незаконные объявления, надписи, изображения на павильоне:33;77:Повреждение контейнерной площадки контейнеров:33;
1894;"г.Новотроицк ул.Подзорова. с 25 по 37 нет света уже3 месяца.";9:Повреждение дорожного ограждения:44;14:Подтопление проезжей части:44;32:Нескошенная трава вдоль тротуаров и обочин дорог:44;
1897;Добрый день! Сообщаю, что второй месяц отсутствует освещение во дворе жилого дома по адресу: Оренбургская область, город Новотроицк, улица Советская 150. С наступлением темноты во дворе царит непроглядная темнота. Данная ситуация создаёт потенциальную опасность для пешеходов, т.к. в отсутствии освещения автомобилисты, передвигающиеся по двору замечают пешеходов слишком поздно. Данный двор является проходным, т.е. до поздней ночи через двор проходит большое количество народа, передвигаясь практически на ощупь. Прошу обратить внимание на данную проблему. Заранее спасибо.;4:Неисправное уличное освещение:36;1:Нечитаемые поврежденные дорожные знаки:9;38:Брошенный разукомплектованный автомобиль на проезжей части, во дворе:9;
1898;Оренбург ул. Пролетарская 298 со стороны улицы пролетарской, уличное освещение не работает уже пол года, УК не реагирует, никому ничего не нужно, новый микрорайон, много людей с детьми, БАРДАК;9:Повреждение дорожного ограждения:42;10:Повреждения остановочного павильона:40;59:Неудовлетворительное санитарное состояние транспортного средства:37;
1899;Не работает уличное освещение возле МКД #10, 6 по улице Гагарина, а таже вдоль автодороги от МКД #112а по улице Советская до МКД #4 по улице Гагарина.;6:Неисправное освещение в парках:77;46:Некачественное содержание катков:44;79:Очистка ливневок колодцев:37;
1900;Несколько дней не работает уличное освещение район ул. Ялтинская частный сектор.;6:Неисправное освещение в парках:77;22:Неисправное освещение на дорогах:77;30:Вытоптанный, заезженный газон:60;
1901;"Перед входом в детский сад №55 темень страшная (дата и время на фото верны - 29 октября 2021 года, 18:17 по местному времени).Светильник там древний висит - возможно либо отремонтировать, либо заменить на исправный ибо зимой там будет лёд, а по весне лужа?";82:Невежливое обслуживание в МФЦ:40;28:Скопление мусора в парках, скверах:37;83:Некомпетентность специалиста МФЦ:33;
1904;здравствуйте, на территории детского сада номер 20 более 2 лет не работают фонари освещения, из имеющихся работает один светильник. прошу принять меры;5:Неисправное освещение во дворах:77;81:Длительное время обслуживания в МФЦ:40;78:Раскопки во дворе:37;
1905;Добрый вечер. Во дворе по адресу: г.Новотроицк, дома 2,4 по ул.Родимцева и дома 3,5 по ул. Площадь Ленина больше недели отсутствует полностью освещение.;84:Содержание помещений МФЦ:44;28:Скопление мусора в парках, скверах:40;6:Неисправное освещение в парках:33;
1906;На пересечении улицы Газпромовская и Нежинского шосее не работает освящение, большой участок дороги оставлено без света;15:Открытый (просевший) люк или ливневка на дороге:83;19:Реклама на тротуаре вдоль дорог:83;8:Неисправный светофор:50;
1907;Периодически отсутствует уличное освещение в районе улицы Ялтинская частный сектор. Я уже обращался по данной проблеме (06.02.2021 21:16 №468). В данный момент ситуация повторяется. С чем связанно отключение уличного освещения на такое продолжительное время?;6:Неисправное освещение в парках:60;61:Несоблюдение маршрута:40;49:Неубранный снег, наледь на остановке:37;
1908;Очень слабое освещение в Национальной деревне;35:Некачественный уход за деревьями, кустарниками вдоль дорог, тротуаров (кронирование, вырубка сухостоев, ликвидация аварийных деревьев):66;36:Некачественный уход за деревьями, кустарниками вдоль пешеходных дорожек, тротуаров (кронирование, вырубка сухостоев, ликвидация аварийных деревьев) в парках:66;37:Некачественный уход за деревьями, кустарниками на придомовой территории (кронирование, вырубка сухостоев, ликвидация аварийных деревьев) во дворах:66;
1909;Не работает освещение, оторвало провод ветром;4:Неисправное уличное освещение:77;6:Неисправное освещение в парках:77;12:Ямы, выбоины, выступы на дороге, тротуаре:50;
1910;На всей улице Аксакова работают всего лиш два фонаря , просим вас сделать осфещение;69:Ненадлежащая организация работы спортивной организации:62;3:Стертая дорожная разметка:42;46:Некачественное содержание катков:37;
1911;Не работает фонарь;69:Ненадлежащая организация работы спортивной организации:62;80:Ненадлежащее состояние малых архитектурных форм (качели, карусели и пр.):50;66:Питание в образовательных организациях или организация питания в учебных заведениях:38;
1912;Здравствуйте. По улице Набережная д.13 в с.Асекеево, Асекеевского района не горит фонарь уличного освещения.;5:Неисправное освещение во дворах:77;30:Вытоптанный, заезженный газон:50;78:Раскопки во дворе:42;
1913;Во дворе по адресу проезд Металлургов 3 не горит фонарь напротив 1 подъезда;28:Скопление мусора в парках, скверах:50;46:Некачественное содержание катков:37;59:Неудовлетворительное санитарное состояние транспортного средства:37;
1914;Здравствуйте, во дворе дома по адресу ул.Комарова 18 не исправно уличное освещение (2 столба). Прошу помочь в решении этой проблемы. Спасибо;6:Неисправное освещение в парках:51;63:Некорректное поведение водителя кондуктора:44;12:Ямы, выбоины, выступы на дороге, тротуаре:42;
1915;Новотроицк, металлургов 28. Отсутствует уличное освещение. На весь двор две лампы на фонаре горят. Год назад меняли лампу м/д 3м и 4м подъездом на следующий день не горит. Уже год нет освещения. Делал заявки в белый дом и управляющую компанию. Бездействие.;10:Повреждения остановочного павильона:44;4:Неисправное уличное освещение:43;14:Подтопление проезжей части:11;
1916;Здравствуйте. Угол наклона знака становится все меньше. Скоро он упадет. В таком состоянии он находится уже не одну неделю. Не дай Бог он урадет на машину, вызвав ДТП или человека. Исход непредсказуем. Прошу решить проблему. Спасибо. Знак виден плохо, зарос кустами. Среагировать на его падение быстро просто невозможно. Выбрать доугую категорию проблемы не удается возможным. Прошу помощи.;84:Содержание помещений МФЦ:21;4:Неисправное уличное освещение:17;61:Несоблюдение маршрута:17;
1917;Добрый день. Возле дома по ул. Дмитрия Донского д. 4а не работает фонарь уличного освещения. Уже 2 года !!!! Скоро будет темнеть рано, а по данной дороге дети возвращаются со школы №5, местные жители ходят в магазин магнит. Тьма стоит непроглядная. Прикладываю фото фонаря, чтоб точно обозначить его месторасположение. С надеждой на чудо, житель дома по ул. Сызранская/Дмитрия Донского 37/3.;46:Некачественное содержание катков:37;84:Содержание помещений МФЦ:16;83:Некомпетентность специалиста МФЦ:11;
1918;Добрый день! По ул. Ялтинская возле дома 18 отсутствует уличное освещение. Прошу установить светильник.;6:Неисправное освещение в парках:77;10:Повреждения остановочного павильона:60;29:Грязь, мусор на остановке:60;
1919;На перекрестке пр. Никельщиков и пер. Трестовским темно, впрочем как и на самом переулке - людям в темное время суток приходится передвигаться с фонариком;81:Длительное время обслуживания в МФЦ:45;68:Ненадлежащее состояние спортивной площадки:42;30:Вытоптанный, заезженный газон:40;
1920;Прошу обеспечить замену ламп и/или ремонт (не горят) в фонарях наружного освещения во дворе домов по улице Гагарина номер 50 (подъезды 4-6), и номер 48 (подъезды 1-2), а также на фонарном столбе в дворе между домов 48 и 50;6:Неисправное освещение в парках:77;29:Грязь, мусор на остановке:50;82:Невежливое обслуживание в МФЦ:33;
1921;Добрый день. У нас в Соль-Илецке на ул. Красноармейской на квартале от ул. Советской и до ул.Ленинградской стоят столбы с фонарями,но фанари,по непонятным причинам ,горят периодически или совсем не горят.В чём причина? Просим устранить неполадки в ближайшее время. На улице непролазная грязь и люди в темноте не знают где можно пройти.;61:Несоблюдение маршрута:50;84:Содержание помещений МФЦ:33;46:Некачественное содержание катков:12;
1922;Здравствуйте, во дворе дома по адресу ул.Комарова 26 не исправно уличное освещение (2 столба). Прошу помочь в решении этой проблемы. Спасибо;6:Неисправное освещение в парках:51;63:Некорректное поведение водителя кондуктора:44;12:Ямы, выбоины, выступы на дороге, тротуаре:42;
1923;Отсутствует уличное освещение . На всю улицу Аксакова горят всего 2 фанаря;59:Неудовлетворительное санитарное состояние транспортного средства:50;63:Некорректное поведение водителя кондуктора:44;71:Содержание здания и помещений детского сада:44;
1924;Здравствуйте. Пожалуйста. Почините и устоновите у нас фонарные столбы у нас в посёлке Мазово (Кувандыкский район). Всё замыкает. Когда ветер днем горят фонари, а ночью тьма. В темноте детям очень тяжело добраться до школьной остановки. Бывает что и коровы не всегда приходят домой, и мы ищем их в полной темноте, можно сказать на ощупь. Уже целый год все не работает. И не кому до этого нет дело.;4:Неисправное уличное освещение:42;46:Некачественное содержание катков:42;84:Содержание помещений МФЦ:33;
1925;На площадке для выгула собак и рядом совсем нет уличного освещения. Мимо проходит тротуар и дорога, в вечернее время очень опасно. Единственная в районе площадка для выгула в ужасном состоянии.;59:Неудовлетворительное санитарное состояние транспортного средства:77;30:Вытоптанный, заезженный газон:50;4:Неисправное уличное освещение:48;
1926;Не работает фонарь по адресу ул.Садовое кольцо 128 6 подъезд;79:Очистка ливневок колодцев:50;9:Повреждение дорожного ограждения:44;77:Повреждение контейнерной площадки контейнеров:44;
1927;на стадионе Юность нет освещения;4:Неисправное уличное освещение:77;5:Неисправное освещение во дворах:77;6:Неисправное освещение в парках:77;
1928;С апреля 2021 нет освещения по безымянному переулку от ул. Филярчука 76 до ул.Декабристов.;5:Неисправное освещение во дворах:77;84:Содержание помещений МФЦ:44;3:Стертая дорожная разметка:40;
1929;Здравствуйте, в д. Тлявгулово Кувандыкского р-на по ул Центральной отсутствует уличное освещение с июня 2021 года. Звонили в разные инстанции, света до сих пор нет. Прошу разобраться в данной ситуации и принять необходимые меры.;68:Ненадлежащее состояние спортивной площадки:37;61:Несоблюдение маршрута:36;81:Длительное время обслуживания в МФЦ:36;
1930;"Уличное освещение не работаетТребуется замена ламп";5:Неисправное освещение во дворах:77;6:Неисправное освещение в парках:77;4:Неисправное уличное освещение:55;
1933;По улице Баумана между улицами Жигулёвской и Крупской уже не первый год отсутствует уличное освещение. На части столбов фонари не работают, на части вообще отсутствуют. Хотелось бы иметь возможность зимой ходить не в темноте.;67:Незаконный сбор денег в образовательных организациях:42;30:Вытоптанный, заезженный газон:40;26:Нарушение графика вывоза мусора с контейнерной площадки:37;
1934;"Первую заявку на замену уличного фонаря, в связи с его неисправность, мы подали 13.01.2021 в приемную администрации г. Оренбург,1.02.2021 написали заявление в России, наша заявка так и не выполнена. Просто поменять уличный фонарь оказалось неразрешимой проблемой и найти ответственную организацию тоже не возможно, приемная администрации не может контролировать выполнение заявок. Результат пол года не работающий фонарь, который должен освещать 8 домов";61:Несоблюдение маршрута:40;8:Неисправный светофор:23;83:Некомпетентность специалиста МФЦ:13;
1937;Добрый день. На улице Рабочая №79 в селе Асекеево, Асекеевского района Оренбургской области не горит фонарь уличного освещения.;30:Вытоптанный, заезженный газон:50;84:Содержание помещений МФЦ:44;14:Подтопление проезжей части:42;
1938;"Здравствуйте, несколько лет назад был отремонтирован стадион, находящийся между лицеем №3 по улице Монтажников,14/2 и школой №18.;4:Неисправное уличное освещение:60;78:Раскопки во дворе:44;3:Стертая дорожная разметка:40;
1939;                   В настоящее время на территории данного стадиона не работают приборы освещения!";81:Длительное время обслуживания в МФЦ:80;33:Нескошенная трава вдоль пешеходных дорожек с твердым покрытием в парках:44;63:Некорректное поведение водителя кондуктора:44;
1942;"На сегодняшний день, освещение улиц поселка Нижнесакмарский организованно частично, многие улицы новых застроек (например, ул. Инженерная, Губернская, Атаманская, Яицкая, Бастионная, и пр.) не освещены.Дети идут в школу, светя себе телефонами. Родители вынуждены провожать их. Взрослые тоже добираются на работу и с работы в потемках.Отсутствие уличного освещения, как результат длительного бездействия Администрации поселка Нижнесакмарский в области благоустройства, ведет к нарушению прав граждан на безопасную среду существования, создает предпосылки для повышения криминогенной обстановки в районе проживания, повышения опасности причинения вреда здоровью (особенно в гололёд в зимнее время).";61:Несоблюдение маршрута:33;12:Ямы, выбоины, выступы на дороге, тротуаре:11;34:Ямы, выбоины, выступы на пешеходной дорожке, тротуаре:11;
1946;"Добрый день!Не работает освещение перед домом 17/1 (со стороны стройки).Спасибо!";4:Неисправное уличное освещение:77;12:Ямы, выбоины, выступы на дороге, тротуаре:50;17:Реклама на тротуаре:50;
1950;"Более полугода полностью отсутствует дворовое освещение по адресам, ул. Горького д. 5, дом 7, дом 9, ул Пушкина дом 14, дом 12, дом 10. Весь квартал находится во тьме. ""Энергосети"" сами срезали весь кабель и оставили нас во тьме. Полностью обрезан кабель уличного освещения также по улице Ваулина, начиная от ул. Советской и до перекрестка с ул. Пушкина. По ул. Пушкина (вдоль дороги ) около домом № 9, 13, 15, 17, 19 , 21 тоже полностью отсутствует освещение. Весь район во тьме!!! Местные власти данную проблему на протяжении длительного времени не решают. Обращались не один раз во все местные инстанции, одни отписки, а проблемы не решаются!!!";30:Вытоптанный, заезженный газон:10;21:Неисправность недоступность инфраструктуры для маломобильных граждан колясок на дорогах:8;42:Неубранный снег, гололед во дворе:7;
1951;Здравствуйте. Уже несколько дней полностью отсутствует уличное освещение придомовой территории по адресу г. Новотроицк ул. Советская 17. Не работает фонарь между домами Советская 17 и 19, фонари у подъездов 1 и 4 Советская 17.;5:Неисправное освещение во дворах:77;16:Открытый (просевший) люк или ливневка во дворе:50;78:Раскопки во дворе:44;
1952;Здравствуйте, в с. Мамалаевка Переволоцкого района уже месяц полностью отсутствует уличное освещение, никаких мер не принимается со стороны главы сельсовета.;5:Неисправное освещение во дворах:77;6:Неисправное освещение в парках:77;60:Отказ водителей принимать банковские карты в качестве оплаты за проезд:63;
1953;Здравствуйте. В октябре была подана заявка на отсутствие освещения по безымянному переулку от ул.Филярчука д.76 до ул. Декабристов. Светильники по улицам Филярчука, Степная, Декабристов поменяли, а переулок так и остался без освещения.;5:Неисправное освещение во дворах:60;32:Нескошенная трава вдоль тротуаров и обочин дорог:50;3:Стертая дорожная разметка:42;
1954;В вечернее время, от дома 169 до дома 179 по улице Садовое Кольцо, нет освещения;6:Неисправное освещение в парках:77;79:Очистка ливневок колодцев:50;4:Неисправное уличное освещение:46;
1955;п.Северный, г.Новотроицк, район старого кладбища, уличное освещение когда-нибудь восстановят?;5:Неисправное освещение во дворах:77;6:Неисправное освещение в парках:77;24:Мусор, свалки у обочин дорог, на тротуаре, газоне:60;
1956;Не работает уличное освещение напротив домов 4 и 5.;6:Неисправное освещение в парках:77;32:Нескошенная трава вдоль тротуаров и обочин дорог:60;4:Неисправное уличное освещение:55;
1957;"Добрый день.Не работает (более трех месяцев) уличный фонарь, расположенный по адресу Халтурина 13, просьба исправить";28:Скопление мусора в парках, скверах:42;63:Некорректное поведение водителя кондуктора:42;84:Содержание помещений МФЦ:42;
1960;Не работает уличное освещение возле моего дома, сломаны светильники нет , ламп , обращение в администрацию города не дают результата, прошу установить новые светильники.;28:Скопление мусора в парках, скверах:42;68:Ненадлежащее состояние спортивной площадки:42;70:Содержание территории детских садов:40;
1961;Не работают фонари во 2 микрорайоне д31. Ранее оставлял заявку, заявку закрыли освещение так и не сделали. Прошу сделать фонари так как ночью очень темно в данном районе.;4:Неисправное уличное освещение:77;10:Повреждения остановочного павильона:50;63:Некорректное поведение водителя кондуктора:44;
1962;Не работает светодиодный светильник;69:Ненадлежащая организация работы спортивной организации:62;12:Ямы, выбоины, выступы на дороге, тротуаре:50;13:Ямы, выбоины, выступы на придомовой территории:50;
1963;Здравствуйте, не работают фонари освещения тротуара вдоль ул. Гаранькина на участке от Загородного шоссе до ул. Салмышская.;69:Ненадлежащая организация работы спортивной организации:62;79:Очистка ливневок колодцев:56;63:Некорректное поведение водителя кондуктора:44;
1964;Здравствуйте, в с. Репино Оренбургского района на ул. Центральная напротив школы нет освещения, прожектор есть, а он не работает. Данный факт негативно сказывается на безопасности пешеходов и других участников дорожного движения. Прошу решить данную проблему.;78:Раскопки во дворе:42;46:Некачественное содержание катков:36;42:Неубранный снег, гололед во дворе:33;
1965;в селе Херсонская беляевского района на улице комсомольской не работает уличное освещение уже целый месяц;16:Открытый (просевший) люк или ливневка во дворе:50;30:Вытоптанный, заезженный газон:50;42:Неубранный снег, гололед во дворе:50;
1966;Третий месяц не работают фонари в районе родника в парке Ивушка, прошу устранить неисправность;4:Неисправное уличное освещение:69;5:Неисправное освещение во дворах:69;8:Неисправный светофор:69;
1967;"Проблема состоит в том, что полностью отсутсвует освещение на стадионе МОАУ «Лицей №3», а именно не работают фонари на столбах, расположенного на улице Промышленной, между Лицеем № 3 и школой № 18.Данный стадион является местом спортивного досуга района, но отсутствия освещения является проблемой занятия спортом в темное время суток! Стадион при открытие его в 2015 был в идеальном состоянии, с каждым годом все плачевнее становится его состояние: отсутствие вышеупомянутого освещения на территории стадиона, рванный искусственный газон, отсутствие футбольных ворот и т.д. На чьем балансе стадион находится!? Многие жители района возмущены плохим состоянием данным стадионом.";2:Противоречия при установке дорожных знаков разметки светофора, неправильно установленные дорожные знаки разметка светофор:9;36:Некачественный уход за деревьями, кустарниками вдоль пешеходных дорожек, тротуаров (кронирование, вырубка сухостоев, ликвидация аварийных деревьев) в парках:9;40:Нарушение норм применения противогололедных материалов на проезжей части, тротуаре:8;
1971;Вяземская 16 и 18 установили новые светодиодные светильники неделю назад часть проработала 2 дня, прошу привезти освещение в порядок . 4 светильника не работают уже;4:Неисправное уличное освещение:77;5:Неисправное освещение во дворах:77;79:Очистка ливневок колодцев:50;
1972;Не работаю лампы в двух фонарях, около домов 108 и 110;12:Ямы, выбоины, выступы на дороге, тротуаре:50;17:Реклама на тротуаре:50;29:Грязь, мусор на остановке:50;
1973;Между домами 1и2 по адресу площадь Менделеева перестал светить фонарь уличного освещения.;26:Нарушение графика вывоза мусора с контейнерной площадки:85;42:Неубранный снег, гололед во дворе:50;78:Раскопки во дворе:50;
1974;Не работают светильники;69:Ненадлежащая организация работы спортивной организации:62;12:Ямы, выбоины, выступы на дороге, тротуаре:50;13:Ямы, выбоины, выступы на придомовой территории:50;
1975;Падает опора с электро проводом.;13:Ямы, выбоины, выступы на придомовой территории:50;25:Мусор на придомовой территории:50;31:Нескошенная трава на придомовой территории:50;
1976;Здравствуйте, отсутствует освещение по улице Дорожная;5:Неисправное освещение во дворах:77;6:Неисправное освещение в парках:77;3:Стертая дорожная разметка:75;
1977;Здравствуйте, в с. Мамалаевка вновь отсутствует уличное освещение. На улице Урожайной, где сделано фото, нет освещения. А на улице Западной, 1 отсутствует уличное освещение уже в течение 3-х лет.;6:Неисправное освещение в парках:47;68:Ненадлежащее состояние спортивной площадки:42;33:Нескошенная трава вдоль пешеходных дорожек с твердым покрытием в парках:40;
1978;Живём в двух кварталах от городской администрации и в шаге от Советской. Но делаешь шаг в сторону от Советской и погружается вечером в полнейший мрак. Единственный фонарь на улице освещает развалины музея Ростроповичей. Фонари на улице Зиминской есть, но они не горят. Просим сделать ревизию фонарей на улице и подключить хотя бы по одному на проулок;82:Невежливое обслуживание в МФЦ:37;30:Вытоптанный, заезженный газон:33;4:Неисправное уличное освещение:16;
1979;"Добрый день! Отсутствует уличное освещение на основной дороге, ведущей из поселка Вессенний-2 от церкви к Беляевскому шоссе, к городской инфраструктуре! Высокий пешеходный трафик: дети, идущие в школу, родители с колясками - и большой поток машин. Машины не соблюдают скоростной режим, несмотря на знак ""Городская зона"". Ночью совершено темно, к тому же слепят фары дальним светом. Очень опасная дорога! Необходимо освещение!";11:Наличие опасно выступающих элементов над покрытиями (дорожными, тротуарными и т.д.), таких как арматура, бетонные блоки и т.п.:9;37:Некачественный уход за деревьями, кустарниками на придомовой территории (кронирование, вырубка сухостоев, ликвидация аварийных деревьев) во дворах:7;33:Нескошенная трава вдоль пешеходных дорожек с твердым покрытием в парках:5;
1980;Уличные освещение не работает уже два месяца. Весь квартал по ул. 1Мая, от октябрьской до Кирова. Неоднократно делали заявку , но реакции никакой! А здесь мусорные контейнеры, где обитает стая собак, вечером и рано утром вообще не пройти. А ведь здесь детский сад и школа. Может через ваш портал мы сможем добиться результата. На фото уже светло, просто в темноте на фото ничего не разглядеть.;30:Вытоптанный, заезженный газон:40;36:Некачественный уход за деревьями, кустарниками вдоль пешеходных дорожек, тротуаров (кронирование, вырубка сухостоев, ликвидация аварийных деревьев) в парках:7;66:Питание в образовательных организациях или организация питания в учебных заведениях:7;
1981;Не работают светильники уличного освещения на линии от Краматорский до Вяземской, примерно 6-7 штук не горит . Васнецова 4и6 не горит тоже .;5:Неисправное освещение во дворах:77;6:Неисправное освещение в парках:77;4:Неисправное уличное освещение:48;
1982;"С декабря месяца нет освещения во всём дворе, а именно комарова 2а, между первым и вторым подъездом. На звонки по номеру указанном на сайте АДминистрации Новотроицка, куда звонить насчёт уличного освещения, говорят, что АДминистрация не заключила контракт , для устранения неполадок со светом. Дошло до того, что дети ВОВ , ходят собирают подписи с жильцов , что нет света и идут на приём к главе города Буфетову.В связи с передачей сетей электроснабжения в хозяйственное ведение ГУП «Оренбургкоммунэлектросеть», заявки на отсутствие уличного освещения необходимо передавать диспетчеру Новотроицкого РУЭС филиала ГУР «ОКЭС» - Орские КЭС по телефону: + (3537) 67-02-08 – круглосуточно.";61:Несоблюдение маршрута:20;30:Вытоптанный, заезженный газон:11;52:Проблемы при получении социальной помощи на оплату лечения, проживания и проезда к месту лечения:8;
1985;Село Краснохолм, ул. Цвилинга 14а. Не работает уличное освещение на всей улице в тёмное время суток;5:Неисправное освещение во дворах:77;6:Неисправное освещение в парках:77;69:Ненадлежащая организация работы спортивной организации:62;
1986;Просьба починнить уличное освещение. Не горит вторая часть фонаря;4:Неисправное уличное освещение:55;66:Питание в образовательных организациях или организация питания в учебных заведениях:44;71:Содержание здания и помещений детского сада:44;
1987;Не работает освещение сзади дома 31, 2 микрорайон. По тропинке детей ведут в детский сад, утром и вечером очень темно вести детей да и просто идти по этой дороге. Прошу заменить фонарь.;4:Неисправное уличное освещение:77;69:Ненадлежащая организация работы спортивной организации:62;84:Содержание помещений МФЦ:44;
1988;С января не горит уличный фонарь во дворе дома. При обращении в администрацию, заявку на замену ламп не принимают и не регистрируют. Объясняя это тем, что в городе планируется замена светильников на светодиодные. Сроки замены не уточняют, так как нет исполнителя работ и не заключён договор на обслуживание. На протяжении 6 месяцев на заявку не реагируют.;77:Повреждение контейнерной площадки контейнеров:44;28:Скопление мусора в парках, скверах:33;83:Некомпетентность специалиста МФЦ:33;
1989;"Внутри двора на улице Уральской, 10 не работает наружное освещение — часть фонарей отключена, остальные светят тускло, поэтому дорожки и часть подъездов не освещена. Как пример — подъезд №4, который совсем не освещен. Рядом с ним стоят два фонаря, но они не работают.;76:Некачественное содержание детской площадки:11;82:Невежливое обслуживание в МФЦ:11;57:Проблемы при организации направления одаренного ребенка в организации отдыха детей и их оздоровления, расположенные на Черноморском побережье:8;
1990;Прошу принять меры.";14:Подтопление проезжей части:50;12:Ямы, выбоины, выступы на дороге, тротуаре:42;17:Реклама на тротуаре:42;
